date,floor_price,opening_price,ceiling_price,volume,amount,closing_price
2005/09/05,1163.296,1173.48,1175.745,4761420.06,2521732096.0,1171.325
2005/09/06,1154.382,1171.859,1172.84,5838674.53,3339975936.0,1154.895
2005/09/07,1148.565,1152.929,1165.687,6052204.03,3511134976.0,1165.572
2005/09/08,1163.186,1167.143,1174.586,7305314.52,4470374912.0,1169.871
2005/09/09,1161.848,1169.267,1176.597,5483853.52,3002066944.0,1164.284
2005/09/12,1157.529,1165.11,1166.681,3503369.06,1845922560.0,1160.104
2005/09/13,1157.199,1160.074,1171.638,4943501.52,2500023296.0,1171.406
2005/09/14,1169.709,1172.509,1177.977,6122823.02,3330208768.0,1177.713
2005/09/15,1172.626,1178.384,1178.712,4181157.55,2336875520.0,1174.18
2005/09/16,1168.185,1174.048,1175.091,3865594.06,2101535232.0,1170.379
2005/09/19,1165.908,1170.426,1171.271,3973989.78,2249764096.0,1169.745
2005/09/20,1156.587,1170.239,1170.734,5192405.02,2793554944.0,1160.159
2005/09/21,1138.438,1160.549,1160.549,6438646.04,3222244096.0,1139.316
2005/09/22,1110.41,1136.555,1136.555,6038057.52,3180146944.0,1119.923
2005/09/23,1110.617,1117.963,1125.357,3555974.83,1938496256.0,1112.444
2005/09/26,1110.182,1112.754,1117.69,3162936.08,1724651776.0,1113.881
2005/09/27,1096.267,1114.473,1116.693,3793306.53,2081668992.0,1097.238
2005/09/28,1096.499,1096.499,1106.422,2640652.3,1463960064.0,1100.28
2005/09/29,1102.588,1102.588,1115.143,4217882.05,2183591678.0,1113.968
2005/09/30,1111.534,1115.023,1117.719,2692823.34,1462361856.0,1116.214
2005/10/10,1107.23,1114.857,1116.027,2004929.07,1165369088.0,1108.045
2005/10/11,1105.416,1107.126,1117.281,1994212.59,1179909888.0,1117.181
2005/10/12,1111.441,1118.531,1118.905,3687403.08,2121907456.0,1116.051
2005/10/13,1105.868,1116.239,1118.693,3196469.06,1922442752.0,1105.966
2005/10/14,1090.318,1106.393,1108.534,3051292.8,1870644608.0,1092.965
2005/10/17,1078.641,1091.46,1092.701,3243977.31,1768502912.0,1083.291
2005/10/18,1078.79,1083.626,1087.423,4125362.29,2005876992.0,1082.656
2005/10/19,1077.563,1082.166,1089.825,3239714.06,1632896768.0,1081.083
2005/10/20,1075.832,1082.22,1086.412,5060718.03,2415493376.0,1086.412
2005/10/21,1081.854,1085.789,1094.557,4174350.54,2241146370.0,1089.637
2005/10/24,1084.535,1091.124,1091.231,3152957.55,1643529472.0,1088.59
2005/10/25,1077.244,1088.121,1088.121,4133392.77,2126288640.0,1079.803
2005/10/26,1057.389,1077.573,1077.573,4478932.03,2339596544.0,1059.906
2005/10/27,1053.18,1057.166,1068.397,5321518.02,2620887808.0,1064.354
2005/10/28,1048.561,1064.033,1069.594,4508329.53,2209956096.0,1059.097
2005/10/31,1058.246,1058.432,1078.471,4557706.04,2248613632.0,1074.613
2005/11/01,1061.227,1073.882,1074.924,3333408.79,1667285120.0,1073.366
2005/11/02,1073.782,1073.782,1087.445,4209803.04,2056835584.0,1079.856
2005/11/03,1068.896,1079.803,1086.558,4424877.53,2403202304.0,1072.26
2005/11/04,1069.478,1072.22,1077.789,3588559.07,1838721920.0,1077.789
2005/11/07,1064.844,1076.711,1076.711,2328602.35,1310099712.0,1071.249
2005/11/08,1064.341,1069.807,1076.757,2820840.8,1353102848.0,1075.081
2005/11/09,1071.092,1075.063,1081.61,3861811.28,1978535296.0,1072.316
2005/11/10,1058.063,1072.365,1072.365,3263234.06,1677632000.0,1059.36
2005/11/11,1053.043,1057.91,1062.611,2737582.81,1382992000.0,1060.378
2005/11/14,1051.708,1059.663,1060.68,1737441.21,863749312.0,1054.696
2005/11/15,1049.795,1054.939,1063.082,2780566.56,1579412865.0,1052.454
2005/11/16,1045.326,1052.263,1061.09,2796126.82,1437695873.0,1061.09
2005/11/17,1055.06,1060.787,1063.341,2713518.07,1374414336.0,1061.32
2005/11/18,1060.141,1061.338,1089.379,6069949.53,3225168640.0,1082.152
2005/11/21,1079.224,1082.622,1086.009,3313934.06,1811133824.0,1083.099
