stock_id,mean_ripples
SH601899,1.62333333333
SH000017,1.62233453391
SH600489,1.62196031086
SZ200725,1.62074611144
SH600862,1.62074001826
SH600635,1.6198849428
SH600674,1.6195080384
SZ000572,1.61945108428
SH900927,1.61919480176
SZ000046,1.6190714809
SZ000029,1.61895394518
SZ000416,1.61891524188
SH600290,1.61779022509
SZ000562,1.61757164498
SH900902,1.6165718971
SZ000587,1.61292285389
SH600072,1.6126966165
SH600714,1.61225177082
SH600478,1.6116883335
SH600316,1.61133732906
SZ000608,1.61103520524
SH900922,1.6105569966
SH600128,1.61005599561
SH600369,1.60960975925
SH600683,1.60944231648
SZ200513,1.60817820091
SZ000532,1.60772093926
SZ200771,1.60686409424
SH600230,1.60618291082
SH600733,1.60602436394
SH600804,1.60572759669
SZ200613,1.60453813639
SZ000850,1.60435679556
SZ200015,1.6029004329
SZ000565,1.60236806131
SH600372,1.60019474648
SZ000602,1.59987911164
SZ000518,1.59985472426
SZ000663,1.59946119401
SH600857,1.5992817223
SH900933,1.59917307691
SZ000623,1.59888821511
SH600678,1.5975031718
SH900905,1.59744402224
SZ002221,1.59627329193
SZ000498,1.59614622926
SZ000628,1.59484799725
SZ000758,1.59376027676
SH600721,1.59355092304
SH600246,1.59286688227
SH600657,1.58925957579
SZ000525,1.58840168778
SZ000613,1.58838465669
SH600213,1.58739431431
SH600118,1.58730323995
SH600076,1.58721757329
SH600668,1.58707002102
SZ000777,1.58661449774
SH600553,1.58657997613
SZ000833,1.58625291745
SZ000035,1.58448911619
SH600848,1.58413317692
SH900915,1.58412579831
SH600397,1.58403582789
SZ000655,1.5840160855
SH600482,1.58359279736
SH900941,1.58217110162
SZ000802,1.58185574836
SZ000739,1.58162718176
SH600836,1.58128056023
SH600093,1.58076655752
SZ000835,1.58004026245
SH600679,1.57982810553
SZ000776,1.57908462633
SH900919,1.57896779723
SZ200553,1.57887674682
SZ000056,1.57843139941
SH600559,1.57830091803
SH900901,1.57697758945
SH600503,1.57571647515
SH900935,1.57556722162
SH900918,1.57545402899
SZ000612,1.57538042103
SH600099,1.57458773939
SH600081,1.57429689602
SH600106,1.57406762241
SH600381,1.57354168103
SH900946,1.57327395954
SZ000652,1.57319407843
SZ002016,1.57306366846
SH900939,1.57255065588
SZ000920,1.57246167677
SH600823,1.57243717597
SZ000014,1.57232358629
SZ000008,1.57167365958
SH600084,1.57156484198
SH600851,1.57133892543
SH600581,1.57088851327
SH600606,1.57053998083
SZ000738,1.56939611607
SH600331,1.56923256135
SZ000902,1.56907433188
SH600831,1.56832243069
SH600731,1.56808066632
SZ200057,1.56751262612
SZ000957,1.56641243209
SH600158,1.56639748101
SH600162,1.56594245638
SZ200037,1.5654392841
SZ000586,1.56520095593
SZ000831,1.56517232648
SZ000411,1.56442302572
SH600193,1.56423772273
SH600053,1.56300716763
SH600383,1.56287799417
SZ000908,1.5623350099
SH600763,1.56139718431
SH600630,1.56120559893
SZ000617,1.56015115487
SH600209,1.55987538166
SH600287,1.55957229456
SH600362,1.55932706125
SH600167,1.55914681934
SH600685,1.55836375886
SH600252,1.55732981163
SH600743,1.55716678953
SH600055,1.55682078074
SH600058,1.55673880737
SH600456,1.5565200141
SZ000584,1.55585183942
SZ000878,1.55583005188
SH600624,1.55552145994
SH600756,1.55526365775
SH600156,1.55496149398
SZ000760,1.55409792601
SZ000661,1.55384384927
SZ000567,1.55372486499
SH600318,1.55361241527
SH900929,1.55359115756
SZ000534,1.55347210952
SH600249,1.5530470593
SH600965,1.55276642036
SZ000680,1.55263715389
SZ000625,1.55254907096
SH600088,1.55217345038
SZ000597,1.55207441646
SH600472,1.55136547633
SH900936,1.55060134926
SH600869,1.55023335693
SZ000034,1.54955636101
SH600783,1.54935994046
SH600885,1.54918722465
SZ000935,1.54885878507
SZ000065,1.54855399013
SH600220,1.54849984372
SZ000960,1.54796420967
SZ000702,1.54708573819
SZ000982,1.54658056032
SZ200053,1.54562105438
SH600038,1.54543327218
SZ000667,1.545081277
SH600159,1.54403954906
SH600716,1.54370167225
SZ200041,1.54345593726
SH600399,1.54340270717
SH600610,1.54339713697
SH600083,1.54265886078
SZ000616,1.5422434196
SH600608,1.54218931105
SZ002186,1.54163825169
SH900937,1.54147533508
SH600067,1.54029054154
SH600325,1.54013512349
SH600784,1.53996706068
SH600770,1.53976864119
SZ000809,1.53974965414
SH600476,1.53966672311
SH600497,1.53945295844
SH900945,1.5394332235
SZ000791,1.53942473171
SH600767,1.53932866761
SH600173,1.53899853648
SH600150,1.53889994102
SZ000962,1.53815981704
SH600265,1.53807950899
SZ000889,1.53734181003
SZ000598,1.53721101454
SZ000401,1.53709552509
SZ002248,1.53704729019
SH900912,1.53626490086
SZ200418,1.53609256575
SZ002271,1.53591647821
SZ200028,1.53581434679
SH600840,1.53541913171
SH600175,1.53485310296
SZ002265,1.5347098571
SZ000570,1.53439059348
SH600673,1.53422255615
SZ000968,1.53410055168
SZ000793,1.53376426998
SH600111,1.53373331196
SH600981,1.53349513238
SZ000722,1.53324770112
SZ000733,1.53289849308
SZ000060,1.5323241061
SH600842,1.53220118182
SZ000545,1.53188885067
SH600335,1.53159885798
SH600145,1.53158381504
SZ000803,1.53149699647
SH600821,1.53145214105
SZ000400,1.53140622163
SH600853,1.53134724952
SZ000923,1.53089487242
SH600873,1.53082042275
SH600723,1.53071983843
SH600615,1.53054989077
SH600117,1.53048956198
SZ000594,1.53043459328
SH600841,1.53009504735
SZ000892,1.52969733006
SZ200570,1.52956520818
SZ000931,1.529333162
SH600523,1.52920846387
SZ000829,1.52920696184
SH600217,1.52894102193
SH900938,1.52861954949
SH600704,1.52854861712
SZ000159,1.52831358817
SZ000725,1.52820951983
SZ000911,1.52784221634
SZ000428,1.52619875101
SH600735,1.52614641892
SH600715,1.52608810685
SZ000882,1.52601865055
SH600881,1.52596094816
SH600866,1.52532132575
SZ002231,1.52499512741
SH600765,1.52489802234
SZ200039,1.52468957449
SZ000415,1.5246177103
SH600531,1.52435301862
SZ002226,1.52434649898
SH600826,1.5239527675
SH601919,1.52372125377
SH600627,1.52346635625
SH600667,1.52344135308
SZ000540,1.52338657463
SH600030,1.52309799762
SH600546,1.52283611284
SH600090,1.52219729967
SH600354,1.52197843654
SH600238,1.52174056425
SZ000058,1.52145534951
SH600867,1.52120780289
SZ000691,1.52081350198
SH600892,1.52073470825
SH600203,1.5206063769
SZ002234,1.52046202712
SH600658,1.52045249154
SZ000633,1.51990771626
SZ000514,1.51989696524
SZ000927,1.51981287426
SH600499,1.51963257967
SH600277,1.51953280758
SZ000419,1.51932011209
SZ000762,1.51924340468
SZ000768,1.51919257467
SZ000799,1.51911907609
SH600963,1.51906230649
SZ000521,1.51876659073
SH600371,1.51851388524
SZ000547,1.51795180905
SZ200726,1.51794327233
SZ000885,1.51738255704
SH600432,1.51722098324
SH600984,1.51610392321
SH600132,1.51608910743
SH900914,1.51604168722
SH600748,1.51591419423
SZ000789,1.5158682096
SH600825,1.51582096496
SZ000851,1.51579665564
SH600764,1.51569365777
SZ000033,1.51557096318
SZ200530,1.51535277485
SZ002182,1.51521744704
SZ000790,1.51475930295
SZ001696,1.51471615417
SZ000813,1.51445050861
SZ000656,1.51443389397
SH600108,1.51429063061
SH600812,1.51417941802
SZ000895,1.51360743543
SH600538,1.51339944753
SZ000555,1.51326924236
SH600102,1.51321490407
SH600275,1.51278807794
SH600894,1.51275421737
SH600157,1.51242096112
SZ000958,1.51236014362
SZ200058,1.51218905722
SH600801,1.51201149831
SH600359,1.51168973986
SH600129,1.51148826058
SH600802,1.51147648843
SH900910,1.51100543208
SH600435,1.51026873628
SH600896,1.5101447917
SH600737,1.50983464574
SZ000513,1.50977158137
SZ000509,1.50955924606
SH600570,1.50942042914
SH600192,1.50934893138
SZ000909,1.50930320542
SH600459,1.50906321471
SH600808,1.50882293072
SH600346,1.50865522025
SH600122,1.50817951572
SH600199,1.50803729739
SZ002263,1.50789473684
SH600884,1.50748637008
SZ000561,1.5072444648
SH600517,1.50723374862
SH600123,1.5072308759
SZ000635,1.50719325047
SZ000710,1.50688791978
SH600858,1.50686399666
SZ000010,1.50680042939
SZ000423,1.50674182479
SZ000720,1.50653785375
SZ000543,1.50652708686
SZ000917,1.5065262075
SZ000922,1.50651980203
SZ000576,1.50636886255
SH600792,1.50610710047
SZ000921,1.50591278725
SH600819,1.50566548244
SH600221,1.50565487978
SZ000901,1.50565101325
SZ000979,1.50560666211
SZ000151,1.50553149509
SH600699,1.50501707312
SH600511,1.50501019484
SZ000571,1.50489686315
SZ000990,1.50487047733
SZ000693,1.50482210118
SH900940,1.50461596641
SH600710,1.50444844174
SH600127,1.50442484555
SZ000897,1.50434196115
SH600313,1.50405564127
SH600775,1.50401761648
SH600429,1.50395213139
SH600141,1.50395113657
SH600720,1.50389838357
SZ002144,1.50385712467
SH600604,1.50370768018
SH600618,1.50369296884
SZ000031,1.50360873282
SZ000677,1.50353301528
SZ000786,1.50349530109
SH600997,1.5034571033
SH600856,1.50343260197
SZ000627,1.50340114095
SZ000807,1.50333339913
SH600803,1.50286276711
SH600485,1.50276881901
SZ000409,1.5027059711
SH600872,1.50268871713
SH600889,1.50218829462
SH600228,1.50212503772
SZ200512,1.50180574871
SH600195,1.50111844123
SH600343,1.50093050645
SZ000819,1.50070844941
SZ200550,1.50065663287
SH600184,1.50041460752
SH600263,1.50033189475
SH600380,1.5000588899
SZ000975,1.50005680919
SZ000751,1.49991361585
SH600687,1.49986800543
SZ000007,1.49933493028
SH600120,1.49931484226
SH600509,1.49899551517
SH600138,1.49834713643
SH600603,1.49759072375
SH600179,1.49746291524
SZ000971,1.49709000707
SH600883,1.49692725262
SZ000893,1.49686686255
SZ000697,1.49661849811
SZ000524,1.49636814322
SH600746,1.4959865226
SZ000687,1.49594901802
SZ000737,1.49569643557
SH600052,1.49555612201
SH600191,1.49514621808
SZ000800,1.49504468533
SH600031,1.49495746915
SH600776,1.49480226926
SH600875,1.49475399114
SZ000983,1.49471588059
SH600285,1.4946009591
SH600112,1.4943298273
SZ000681,1.4942487288
SH600379,1.49424806977
SH600223,1.49389458444
SH600732,1.4935635497
SZ000955,1.4935510884
SH600357,1.49293228943
SZ000839,1.49276961176
SH600751,1.4925589409
SZ000055,1.49237318139
SZ002202,1.49224788706
SH600348,1.4919070748
SH600613,1.49161022233
SZ000906,1.49155525128
SH600860,1.491303802
SH600386,1.49124906853
SZ001896,1.49104424592
SH600757,1.49090971646
SH600980,1.49084232631
SZ000713,1.48996980025
SZ002260,1.48994974874
SZ000859,1.48992972505
SH600893,1.48990930505
SH600208,1.48957885213
SH600481,1.48937433712
SH600005,1.48926841487
SH600310,1.48920471353
SZ002097,1.48892651185
SH600405,1.48878887166
SZ000009,1.48874612964
SH600382,1.48866017167
SH600068,1.48860561914
SZ002006,1.48830983908
SH600089,1.488263751
SZ000828,1.48818913722
SH600139,1.48817985436
SH600395,1.4879363333
SH600149,1.48793379964
SZ000061,1.48770705606
SH600525,1.48762994505
SH600161,1.48756634705
SZ000727,1.487358718
SH600806,1.48698379156
SZ000711,1.48693165381
SH600643,1.4868429651
SZ200013,1.48676668244
SZ000673,1.48670755588
SZ000820,1.48639749459
SZ000861,1.4863558047
SZ000806,1.48594802354
SH600483,1.48594604719
SZ000852,1.48575662113
SH600197,1.48549433659
SH600797,1.48545623064
SZ000836,1.48528906307
SZ000404,1.48522283611
SH600623,1.48517040546
SH204091,1.48512820513
SH600551,1.48512776858
SH600078,1.4847981461
SZ000735,1.4847400085
SZ000004,1.48447941888
SH600861,1.48431305707
SZ000157,1.48409152833
SH600730,1.48389805856
SZ000787,1.48377304784
SZ000939,1.48361569749
SZ000582,1.48354894312
SH600063,1.48349458924
SH600528,1.4834565424
SZ000407,1.48337661672
SH600655,1.48299541808
SH600638,1.48279411894
SZ000976,1.48264544337
SZ002041,1.48254552019
SH900947,1.48217347654
SH600811,1.48211178846
SH600358,1.48204512182
SH600408,1.48191189287
SZ002157,1.48182862331
SH600591,1.48179281977
SZ000028,1.48158157926
SH600760,1.48152771556
SH600540,1.48145299448
SH600216,1.48143669588
SZ000636,1.4812396929
SZ000726,1.48123800359
SH600602,1.48113285042
SH600390,1.48089172865
SH600490,1.48084931835
SH600586,1.48075803003
SH600780,1.48073128317
SH600805,1.48061211827
SH600758,1.48037382358
SZ000510,1.4803491553
SH600396,1.48032404072
SH600438,1.48018075742
SZ000690,1.48015439152
SH900952,1.48006295877
SH600166,1.47994909038
SH600185,1.47992015237
SH900923,1.47985024667
SH600094,1.47984222751
SH600074,1.47982851721
SH600165,1.47963558118
SZ000005,1.47962839075
SH600378,1.47953208415
SZ000413,1.47949128512
SZ000937,1.47947418559
SH600828,1.47945894055
SZ000796,1.47907455719
SH600131,1.47901965482
SH600809,1.47901497462
SZ000631,1.47883854793
SH600266,1.47872419959
SH600595,1.47836499355
SZ000925,1.47825967611
SH600340,1.47805832588
SZ000795,1.47804390356
SH600713,1.47778303013
SZ000511,1.47764149949
SH600177,1.47760426902
SH600651,1.47754086892
SZ000933,1.4772545388
SZ399108,1.47688876265
SH600728,1.47668609187
SZ000965,1.47638089438
SH600501,1.47626194396
SH600307,1.47619748547
SH600773,1.47597112745
SZ000961,1.47596979445
SZ002042,1.47583439619
SZ200581,1.47565772319
SH600243,1.47564666912
SH601991,1.47562890649
SH600393,1.47551688067
SZ000533,1.47534266843
SH600634,1.47474677601
SZ000707,1.47462075149
SH600182,1.4741626237
SH600882,1.47414478988
SH600891,1.47387405261
SH900903,1.47362160394
SH600262,1.47356565385
SZ000585,1.47348209618
SH600278,1.47337948643
SH600725,1.47328194124
SH600718,1.47316092263
SH600749,1.47312881516
SH100001,1.47309776822
SH600665,1.47308453375
SH600039,1.47299063326
SH600689,1.47267445672
SH600258,1.47259661382
SH600755,1.47231669003
SH600620,1.47213341931
SZ000779,1.47195194992
SH600609,1.47193667086
SH600339,1.47178064992
SH600830,1.47142610662
SH600605,1.47116761706
SH600815,1.47112673673
SH600169,1.47102221169
SZ000566,1.47095800036
SH600322,1.47087632936
SH600807,1.47086808528
SZ000603,1.47084691522
SH600616,1.47067077402
SH600133,1.4703287394
SH600962,1.47014298345
SZ000050,1.47008464158
SZ000070,1.46995527842
SZ000995,1.46967860138
SH600738,1.4690450091
SZ000026,1.46836816305
SH600771,1.46819055519
SH600781,1.46737135182
SZ000573,1.46736390849
SH600985,1.46733630231
SH600579,1.46729168896
SZ000544,1.46716054977
SH600876,1.46715364465
SH600183,1.46714837387
SH600874,1.46706087108
SZ000951,1.46700395443
SZ000877,1.46675919539
SZ000938,1.46653807114
SZ000676,1.46647752725
SH600301,1.46624786639
SH600877,1.46604595866
SH600599,1.46551751958
SH600967,1.46469379967
SZ200539,1.46440903227
SH600676,1.46428968222
SH600279,1.46416964337
SZ000996,1.46415053092
SZ000430,1.46399068546
SH600680,1.46393439941
SH600986,1.46387255071
SH600146,1.46386538214
SZ002036,1.46365978768
SH600712,1.4636492301
SH600782,1.46358083509
SH900925,1.4628081285
SZ002015,1.46278228151
SZ000552,1.46240685439
SH600502,1.46218654548
SH600793,1.46215237677
SZ000553,1.4620858306
SH600847,1.46207752367
SZ000876,1.46166796493
SH900932,1.46156626101
SZ002009,1.46132792003
SH600644,1.46116198438
SH600306,1.46105256673
SZ000683,1.460958613
SH600711,1.46086321492
SZ000006,1.46074669867
SH600666,1.46033415334
SZ000548,1.46016636816
SH600284,1.46000364882
SZ002037,1.45981861344
SZ000788,1.45954888025
SH600663,1.45952740248
SH600389,1.45951361798
SH201004,1.45941329768
SH600048,1.45935549833
SH600549,1.45930641592
SH600029,1.45930222798
SH600795,1.45894645836
SH600845,1.45875233131
SH600778,1.45872580726
SH600719,1.45838959081
SH600796,1.45827405971
SH600817,1.4582045493
SH600785,1.45810127436
SZ000818,1.45785823309
SH600097,1.45763143936
SH600664,1.45756314134
SH600506,1.45734146469
SZ002075,1.45712401891
SZ000798,1.45702069472
SH600300,1.45696925771
SH600444,1.45695657742
SZ000748,1.45691515468
SZ000023,1.45669141954
SH600850,1.45646397527
SZ002064,1.45645946222
SH600458,1.45621705722
SH600779,1.45612284314
SH600259,1.45599197272
SH600790,1.455544332
SZ000422,1.45527808699
SZ000522,1.45522313504
SH600766,1.45518254325
SH600336,1.45484325466
SH600695,1.45446091233
SH600505,1.45413490374
SH600059,1.45398752948
SZ000528,1.45362232206
SH600121,1.45351627389
SZ002024,1.45338910289
SZ000043,1.45337070851
SH600234,1.45303073448
SZ000708,1.45275971908
SH600585,1.45242323838
SH600768,1.45229181299
SH600791,1.45201199879
SH600707,1.45198790404
SH600387,1.45198684206
SH600543,1.45127049413
SH600069,1.45115482634
SH600753,1.45110998798
SH600496,1.45089479981
SH600095,1.45077859202
SH600647,1.45060045925
SZ000606,1.4505962813
SZ000703,1.45010730931
SZ000695,1.45010137036
SZ000403,1.44966976727
SH600777,1.44952050693
SZ000969,1.44940013077
SH600507,1.44938737923
SH600558,1.44921498925
SZ002270,1.44890289831
SH600582,1.44882541197
SZ002028,1.44854437504
SZ002207,1.4483619773
SZ000610,1.44830195163
SZ000972,1.44828491812
SH600079,1.44796856718
SH600879,1.44778782441
SZ200002,1.44746621939
SH600890,1.44727764095
SZ000811,1.44719219103
SZ200429,1.44706849075
SZ000040,1.44692893912
SH600365,1.44670684432
SZ000042,1.44669107839
SH600207,1.44658926251
SH600576,1.44638653726
SH601111,1.4463646349
SZ000692,1.44626844844
SH600391,1.44607103207
SH600637,1.44596571261
SZ000301,1.44569672486
SH600426,1.44560672751
SZ000559,1.44552208511
SH600855,1.44548985201
SH600119,1.44548698544
SH600416,1.44536984712
SH600800,1.44536436384
SH600064,1.44519814308
SH600231,1.44518900289
SZ000950,1.4450105858
SZ000792,1.44472500157
SZ000898,1.4446084541
SH600829,1.4445702244
SZ000568,1.44452580749
SZ000672,1.44435439314
SH600693,1.44421612439
SH600594,1.44417720899
SH600684,1.44400609332
SH600692,1.44393915686
SZ000949,1.44357204401
SH600449,1.44347834941
SH600648,1.44347781006
SZ002183,1.44338626026
SH600110,1.44328443079
SH600219,1.44311547948
SZ000981,1.4426056505
SZ000563,1.44234739128
SZ000017,1.44195551076
SZ002001,1.44183296235
SH600289,1.4417074411
SZ000659,1.44161400081
SH600226,1.44160755226
SH600641,1.44106042566
SH600786,1.44103237407
SH600508,1.44052947917
SH600527,1.44052016869
SH600849,1.44014940306
SH600742,1.43996918778
SH600468,1.43950197437
SZ002172,1.43940857737
SZ002196,1.43926742013
SZ000716,1.43924771078
SZ000504,1.43918025891
SH600835,1.43902661506
SH600769,1.43852690722
SZ000520,1.4382758394
SH600598,1.43823790818
SH600662,1.43821136028
SH600423,1.43812357277
SZ002004,1.43803145709
SH600522,1.43778462262
SH600282,1.43747534467
SZ000048,1.43737120779
SZ002048,1.43712990699
SH600838,1.43708995452
SZ002018,1.43675028635
SZ000970,1.4366884853
SH600556,1.43659488038
SH600988,1.43623888698
SH600846,1.43618110085
SZ000973,1.43614311538
SZ000753,1.4360768903
SH600653,1.43585946898
SZ002013,1.43576784532
SH600267,1.43546124503
SH600240,1.43540050086
SH601001,1.434703223
SZ000678,1.43438105828
SH600421,1.43421118885
SZ200055,1.43419430813
SH600218,1.43414619383
SZ002005,1.43388577644
SZ200488,1.43386679495
SZ000591,1.43311577811
SZ000418,1.43287685133
SH600744,1.43269552014
SH600675,1.43257454041
SH600446,1.4324342448
SH600087,1.43216264816
SH600061,1.43213051519
SZ200016,1.43200786362
SH600601,1.43187570592
SH600480,1.43184086335
SH600578,1.43183577446
SH600428,1.43161186001
SH600611,1.43159152029
SZ000761,1.43153697318
SZ000622,1.43140263909
SH201003,1.43127677652
SZ000837,1.43120715302
SH900911,1.4309772783
SZ000632,1.4309211351
SZ000030,1.43082352052
SH600488,1.43078210519
SH1A0003,1.43073841889
SZ000998,1.43038953812
SZ000560,1.43000375127
SH600747,1.42991734776
SZ000989,1.42986811696
SZ200003,1.429707879
SZ000858,1.42968399584
SH600100,1.42931018715
SZ002061,1.42918291632
SH600832,1.42900681458
SH900934,1.42886893798
SZ000619,1.4288281702
SH600103,1.42858002608
SZ002244,1.42855009387
SH600555,1.42820067541
SH600834,1.42771990656
SH600329,1.42768462511
SZ000665,1.42766531824
SH600201,1.42739483388
SZ000069,1.42730925606
SH600895,1.42722724856
SH600722,1.42690457728
SH600859,1.42670961501
SH600475,1.42663689212
SZ000856,1.42623712587
SZ002118,1.42607013585
SZ002166,1.42602701858
SZ002012,1.42599796951
SH600622,1.42599082739
SZ000011,1.42560956185
SZ000049,1.42543934114
SZ000999,1.425395253
SH600682,1.42537506885
SH600222,1.42532850829
SZ002143,1.42528330051
SZ000410,1.42523532551
SH600104,1.42470242539
SZ002149,1.42466166698
SH600652,1.42461392755
SH600975,1.42459420831
SH600367,1.42432099157
SH601099,1.42424312306
SZ000581,1.42422550571
SH601168,1.42415385898
SH600268,1.42399554209
SZ000757,1.42392469425
SH600724,1.42343117271
SH600229,1.42340448404
SZ000679,1.42335092934
SZ002201,1.42326504516
SH600299,1.42322501378
SZ000059,1.42319640192
SZ000037,1.42315678294
SZ000756,1.42309839871
SZ000910,1.42305525972
SH600654,1.42302008282
SH600587,1.42273384367
SZ000929,1.42268035375
SZ200024,1.42257316233
SH600338,1.4224637234
SZ000420,1.4224066676
SZ000717,1.42236278758
SH600495,1.42223847549
SZ000985,1.42220719954
SH600176,1.42204302119
SH600210,1.42198556386
SZ000032,1.42184976095
SH600148,1.42181355788
SH601600,1.42180215343
SH600843,1.42177249533
SZ000752,1.421549235
SZ000607,1.42141409955
SZ000715,1.42134573282
SZ000002,1.42114768706
SH600206,1.42112306173
SH600516,1.42110828474
SH600596,1.42077409281
SZ000868,1.42063500443
SZ399305,1.42052794932
SZ000024,1.42048822392
SH600619,1.42040220899
SZ000600,1.42033578701
SZ000501,1.42026498294
SZ000615,1.42019508595
SZ000797,1.42003792152
SZ000651,1.42003020219
SH600409,1.42001805183
SH600466,1.41969699067
SH600660,1.41956824317
SH600706,1.41933536251
SH600607,1.41905259808
SZ000823,1.41903461965
SH600698,1.41902705172
SH900949,1.41891542555
SZ000825,1.41868961716
SZ000785,1.4185883343
SH600051,1.41834285984
SH600361,1.41832562175
SH600392,1.41829956303
SZ000039,1.4181499939
SZ000766,1.41811245842
SZ002011,1.41796659763
SZ000782,1.41779652245
SH600205,1.41778837001
SH601699,1.41771498619
SH600373,1.41759086102
SZ000719,1.41745565658
SH600276,1.41743715474
SH600241,1.41715507174
SH600196,1.41699208089
SH600705,1.41694084245
SZ000928,1.41681724915
SZ000100,1.41616182683
SH600971,1.4159703122
SZ002148,1.41596729562
SH600309,1.41592965307
SH900942,1.4157225398
SH600621,1.4156721124
SH600337,1.41545473409
SZ000550,1.41516783636
SZ000523,1.41511288333
SZ000755,1.41501029839
SZ000926,1.41484994874
SZ002104,1.4146530074
SZ000155,1.41463754157
SZ002035,1.41455710102
SH600510,1.41452520164
SH600593,1.41438740078
SH600135,1.41430307325
SZ000731,1.41427593006
SZ000595,1.41407435057
SH600253,1.41403759158
SH600298,1.41395942711
SZ000778,1.41391604681
SH600584,1.41370998032
SZ002247,1.41367365943
SZ002007,1.4136024561
SH600212,1.41355527167
SH600160,1.41340874884
SZ000881,1.41329835075
SH600082,1.41302343489
SZ002217,1.41277711967
SZ000045,1.41273809656
SZ000507,1.41250554041
SH600302,1.41180089705
SH600425,1.41178807641
SZ002178,1.4116244879
SZ000701,1.41134786154
SZ000611,1.41129613196
SH600406,1.41104019515
SZ000626,1.41097738133
SH600486,1.41065252739
SZ002179,1.41061014625
SH600612,1.41039437006
SH600639,1.41034175894
SZ002038,1.41027642171
SH600568,1.4100301572
SH600098,1.40990705797
